player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
223061,/player/223061/franco-cervi/240002,24,2,2023-09-22,F. Cervi,Franco Emanuel Cervi,"LM, RM",77,77,10500000,25000,29,1994-05-26,165,62,450,Celta de Vigo,53,La Liga,1,SUB,11,NA,2021-07-05,2024,52,Argentina,NA,NA,NA,Left,3,4,1,High/Medium,Normal (170-),Yes,22100000,#Acrobat,"Technical, Flair, Quick Step",88,67,72,80,55,53,71,70,48,75,55,77,78,76,68,79,89,88,93,74,92,68,56,81,31,64,72,50,76,70,56,73,51,64,52,12,8,9,11,10,NA,70+2,70+2,70+2,77,75,75,75,77,75+2,75+2,75+2,76+1,72+2,72+2,72+2,76+1,69+2,65+2,65+2,65+2,69+2,67+2,57+2,57+2,57+2,67+2,17+2
223085,/player/223085/luke-berry/240002,24,2,2023-09-22,L. Berry,Luke David Berry,"CM, CAM",68,68,1200000,18000,30,1992-07-12,177,72,1923,Luton Town,13,Premier League,1,SUB,8,NA,2017-08-25,2025,14,England,NA,NA,NA,Right,3,3,1,High/Medium,Normal (170-185),No,2400000,NA,NA,68,65,66,70,61,68,61,69,66,70,53,68,57,61,66,71,67,68,77,68,74,61,72,71,69,65,60,60,70,69,56,70,59,63,60,9,13,16,11,12,NA,68,68,68,68,69-1,69-1,69-1,68,69-1,69-1,69-1,68,68,68,68,68,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,64+2,18+2
223137,/player/223137/federico-bonazzoli/240002,24,2,2023-09-22,F. Bonazzoli,Federico Bonazzoli,"CF, ST",71,74,2500000,21000,26,1997-05-21,182,79,206,Hellas Verona,31,Serie A,1,SUB,99,Salernitana,NA,2024,27,Italy,NA,NA,NA,Left,2,3,1,High/Medium,Normal (170-185),No,NA,NA,Flair,70,72,62,72,28,60,61,72,70,67,75,75,68,53,63,74,72,68,70,70,54,73,76,53,69,68,43,26,74,55,70,66,21,22,29,8,13,10,8,7,NA,72+2,72+2,72+2,70,71,71,71,70,69+2,69+2,69+2,68+2,62+2,62+2,62+2,68+2,50+2,48+2,48+2,48+2,50+2,48+2,43+2,43+2,43+2,48+2,16+2
223139,/player/223139/akim-zedadka/240002,24,2,2023-09-22,A. Zedadka,Akim Zedadka,"RB, RWB",74,74,3800000,26000,28,1995-05-30,173,72,65,Lille,16,Ligue 1,1,SUB,13,NA,2022-07-01,2025,97,Algeria,NA,NA,NA,Right,3,3,1,High/Medium,Normal (170-185),No,7200000,NA,Rapid,80,55,65,72,67,66,71,56,47,69,51,71,63,47,61,71,81,79,76,72,76,59,65,85,58,47,62,69,65,58,57,68,66,72,71,11,12,11,11,7,NA,63+2,63+2,63+2,68,66,66,66,68,67+2,67+2,67+2,70+2,67+2,67+2,67+2,70+2,73+1,69+2,69+2,69+2,73+1,72+2,66+2,66+2,66+2,72+2,17+2
223197,/player/223197/enes-unal/240002,24,2,2023-09-22,E. Ünal,Enes Ünal,ST,82,84,38000000,44000,26,1997-05-10,187,78,1860,Getafe,53,La Liga,1,ST,10,NA,2020-08-12,2025,48,Turkey,NA,NA,NA,Right,4,3,2,High/Medium,Lean (185+),Yes,82700000,#Clinical finisher,"Finesse Shot, Power Shot, Dead Ball, Aerial",72,84,70,82,40,80,60,87,81,78,82,83,74,78,62,82,73,72,81,80,73,83,89,78,83,82,75,29,80,70,84,76,34,43,34,8,14,8,13,13,NA,82+2,82+2,82+2,78,80,80,80,78,78+2,78+2,78+2,76+2,72+2,72+2,72+2,76+2,59+2,59+2,59+2,59+2,59+2,57+2,56+2,56+2,56+2,57+2,19+2
223273,/player/223273/mario-pasalic/240002,24,2,2023-09-22,M. Pašalić,Mario Pašalić,"CAM, CF, CM",80,80,21000000,58000,28,1995-02-09,189,82,39,Atalanta,31,Serie A,1,SUB,8,NA,2020-09-01,2025,10,Croatia,1328,RW,15,Right,4,4,2,Medium/Medium,Normal (185+),No,35700000,NA,"Long Ball Pass, Trivela",73,78,76,80,67,77,68,80,65,81,73,82,69,59,79,86,72,74,74,74,54,78,77,83,75,76,76,72,84,77,61,77,61,72,64,11,13,13,13,14,NA,78+2,78+2,78+2,79,80,80,80,79,80,80,80,79+1,80,80,80,79+1,74+2,75+2,75+2,75+2,74+2,72+2,71+2,71+2,71+2,72+2,20+2
223283,/player/223283/famara-diedhiou/240002,24,2,2023-09-22,F. Diédhiou,Famara Diédhiou,ST,70,70,1600000,12000,30,1992-12-15,189,80,110832,Granada,53,La Liga,1,SUB,19,NA,2023-07-01,2025,136,Senegal,NA,NA,NA,Right,3,3,1,Medium/High,Normal (185+),No,3500000,NA,Power Header,61,69,48,67,31,73,33,71,76,59,63,68,53,39,42,69,54,66,60,64,58,74,84,53,86,58,63,22,72,50,72,64,37,22,16,7,10,15,11,12,NA,70,70,70,62,66,66,66,62,62+2,62+2,62+2,59+2,55+2,55+2,55+2,59+2,43+2,45+2,45+2,45+2,43+2,42+2,47+2,47+2,47+2,42+2,16+2
223334,/player/223334/joelinton-apolinario-de-lira/240002,24,2,2023-09-22,Joelinton,Joelinton Cassio Apolinário de Lira,"CM, LW",82,83,35500000,125000,26,1996-08-14,186,81,13,Newcastle United,13,Premier League,1,LCM,7,NA,2019-07-23,2024,54,Brazil,NA,NA,NA,Right,3,3,2,High/High,Stocky (185+),Yes,70100000,#Engine,"Bruiser, Press Proven",78,71,76,82,81,88,71,73,82,83,60,84,58,38,78,85,72,82,68,83,73,81,91,88,87,61,88,83,80,83,61,82,79,83,76,9,13,8,13,13,NA,79+2,79+2,79+2,79,80,80,80,79,80+2,80+2,80+2,81+2,82+1,82+1,82+1,81+2,81+2,83,83,83,81+2,81+2,83,83,83,81+2,20+2
223427,/player/223427/lukas-jager/240002,24,2,2023-09-22,L. Jäger,Lukas Jäger,"CDM, CM",65,65,600000,3000,29,1994-02-12,184,76,15009,Rheindorf Altach,80,Bundesliga,1,RCM,23,NA,2022-07-01,2025,4,Austria,NA,NA,NA,Right,3,2,1,Medium/High,Normal (170-185),No,870000,NA,"Block, Slide Tackle",65,45,58,60,64,72,55,42,59,64,32,59,48,36,59,61,64,66,58,63,65,51,67,83,67,52,71,64,43,56,35,58,65,64,62,8,8,12,13,11,NA,54+2,54+2,54+2,57,56,56,56,57,57+2,57+2,57+2,59+2,60+2,60+2,60+2,59+2,64+1,64+1,64+1,64+1,64+1,64+1,64+1,64+1,64+1,64+1,16+2
223524,/player/223524/edoardo-goldaniga/240002,24,2,2023-09-22,E. Goldaniga,Edoardo Goldaniga,CB,71,71,1600000,15000,29,1993-11-02,188,79,1842,Cagliari,31,Serie A,1,SUB,3,NA,2022-01-12,2024,27,Italy,NA,NA,NA,Right,3,2,1,Medium/High,Lean (185+),No,2900000,NA,"Power Header, Intercept",53,33,49,55,72,73,44,22,70,61,26,51,38,33,59,58,49,56,55,69,48,51,73,60,80,40,71,70,25,32,38,66,73,72,70,9,12,7,15,15,NA,48+2,48+2,48+2,47,47,47,47,47,48+2,48+2,48+2,49+2,54+2,54+2,54+2,49+2,62+2,65+2,65+2,65+2,62+2,64+2,71,71,71,64+2,19+2
223550,/player/223550/jonas-omlin/240002,24,2,2023-09-22,J. Omlin,Jonas Omlin,GK,80,81,16000000,28000,29,1994-01-10,190,85,23,Borussia Mönchengladbach,19,Bundesliga,1,RES,1,NA,2023-01-19,2027,47,Switzerland,NA,NA,NA,Right,3,1,2,Medium/Medium,Normal (185+),No,28400000,NA,Footwork,NA,NA,NA,NA,NA,NA,24,17,24,45,15,27,21,16,35,31,52,51,32,74,51,57,74,35,72,18,22,25,15,48,27,55,20,21,24,80,77,76,78,82,52,35+2,35+2,35+2,34,36,36,36,34,37+2,37+2,37+2,36+2,37+2,37+2,37+2,36+2,34+2,35+2,35+2,35+2,34+2,34+2,34+2,34+2,34+2,34+2,79+2
223570,/player/223570/junior-sambia/240002,24,2,2023-09-22,J. Sambia,Salomon Junior Sambia,"RWB, RB, RM",71,72,2000000,18000,26,1996-09-07,185,73,110373,Salernitana,31,Serie A,1,SUB,6,NA,2022-07-19,2026,18,France,NA,NA,NA,Right,4,3,1,High/Medium,Lean (185+),No,3800000,NA,NA,72,68,70,70,67,68,74,64,62,68,58,70,73,76,69,69,69,74,76,64,69,82,71,73,68,69,63,67,68,68,58,66,66,70,68,9,11,14,11,16,NA,68+2,68+2,68+2,69,69,69,69,69,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,69+2,68+2,68+2,68+2,69+2,69+2,67+2,67+2,67+2,69+2,18+2
223578,/player/223578/jaime-mata-arnaiz/240002,24,2,2023-09-22,Mata,Jaime Mata Arnaiz,"ST, LM",73,73,1500000,23000,34,1988-10-24,185,79,1860,Getafe,53,La Liga,1,SUB,7,NA,2018-07-02,2024,45,Spain,NA,NA,NA,Right,3,3,1,High/Medium,Normal (185+),No,3200000,NA,NA,62,73,62,71,31,72,63,71,73,67,73,73,55,52,51,74,59,65,61,80,35,80,76,63,73,70,80,19,78,66,76,76,29,28,29,12,8,10,6,12,NA,73,73,73,70,72,72,72,70,70+2,70+2,70+2,69+2,64+2,64+2,64+2,69+2,52+2,51+2,51+2,51+2,52+2,49+2,48+2,48+2,48+2,49+2,17+2
223597,/player/223597/ruben-aguilar/240002,24,2,2023-09-22,R. Aguilar,Ruben Aguilar,RB,76,76,6500000,30000,30,1993-04-26,170,71,64,Lens,16,Ligue 1,1,SUB,2,NA,2023-09-01,2026,18,France,NA,NA,NA,Right,2,3,2,High/High,Normal (170-),No,12400000,#Engine,"Whipped Cross, Rapid, Relentless",73,53,70,75,72,76,74,49,60,74,52,74,62,33,70,75,77,70,78,74,76,70,74,92,66,45,83,72,70,69,38,72,72,74,74,15,8,16,10,13,NA,65+2,65+2,65+2,70,69,69,69,70,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,75+1,74+2,74+2,74+2,75+1,74+2,72+2,72+2,72+2,74+2,19+2
223603,/player/223603/fabian-bredlow/240002,24,2,2023-09-22,F. Bredlow,Fabian Bredlow,GK,71,71,1300000,12000,28,1995-03-02,190,89,36,VfB Stuttgart,19,Bundesliga,1,SUB,1,NA,2019-07-01,2024,21,Germany,NA,NA,NA,Left,4,1,1,Medium/Medium,Normal (185+),Yes,2300000,NA,NA,NA,NA,NA,NA,NA,NA,8,5,11,17,4,14,13,14,20,23,41,36,50,68,39,50,60,20,62,7,18,14,14,38,30,45,15,12,10,71,67,66,68,74,39,25+2,25+2,25+2,23,25,25,25,23,25+2,25+2,25+2,24+2,24+2,24+2,24+2,24+2,21+2,23+2,23+2,23+2,21+2,21+2,23+2,23+2,23+2,21+2,70+1
223633,/player/223633/leart-paqarada/240002,24,2,2023-09-22,L. Paqarada,Leart Paqarada,"LB, LWB",73,73,2800000,21000,28,1994-10-08,184,76,31,FC Köln,19,Bundesliga,1,LB,17,NA,2023-07-01,2026,219,Kosovo,NA,NA,NA,Left,3,3,1,High/Medium,Lean (170-185),No,5000000,NA,"Dead Ball, Whipped Cross, Anticipate",75,47,71,71,66,70,79,36,57,72,41,70,78,75,70,73,77,73,73,71,65,68,72,79,66,54,67,64,51,61,39,67,67,69,67,10,9,11,7,15,NA,60+2,60+2,60+2,66,63,63,63,66,65+2,65+2,65+2,69+2,67+2,67+2,67+2,69+2,72+1,69+2,69+2,69+2,72+1,71+2,67+2,67+2,67+2,71+2,17+2
223654,/player/223654/federico-san-emeterio-diaz/240002,24,2,2023-09-22,San Emeterio,Federico San Emeterio Díaz,"CM, CDM",72,75,3000000,20000,26,1997-03-16,176,77,1968,Cádiz,53,La Liga,1,SUB,24,NA,2022-08-07,2026,45,Spain,NA,NA,NA,Right,3,2,1,Low/High,Normal (170-185),Yes,6500000,NA,Slide Tackle,54,67,67,67,72,76,55,67,65,73,56,65,54,56,70,72,57,52,54,73,80,68,71,79,73,70,80,76,72,74,59,68,68,76,66,11,9,7,6,13,NA,68+2,68+2,68+2,66,69,69,69,66,69+2,69+2,69+2,67+2,72+2,72+2,72+2,67+2,69+2,73+2,73+2,73+2,69+2,69+2,72+2,72+2,72+2,69+2,17+2
223671,/player/223671/stefan-posch/240002,24,2,2023-09-22,S. Posch,Stefan Posch,"RB, CB",77,80,12500000,30000,26,1997-05-14,189,82,189,Bologna,31,Serie A,1,RB,3,NA,2023-07-01,2026,4,Austria,NA,NA,NA,Right,3,2,2,Medium/Medium,Lean (185+),Yes,23400000,NA,Long Ball Pass,78,29,58,46,81,75,60,23,81,74,28,34,35,24,63,54,76,80,46,75,59,42,91,69,78,25,70,82,36,36,38,70,79,82,81,6,8,7,6,8,NA,51+2,51+2,51+2,51,49,49,49,51,50+2,50+2,50+2,55+2,57+2,57+2,57+2,55+2,72+2,72+2,72+2,72+2,72+2,75+2,79+1,79+1,79+1,75+2,14+2
223676,/player/223676/rene-renner/240002,24,2,2023-09-22,R. Renner,René Renner,"LB, LM",70,70,1400000,12000,29,1993-11-29,182,69,252,LASK Linz,80,Bundesliga,1,LB,7,NA,2019-07-03,2026,4,Austria,NA,NA,NA,Left,3,3,1,Medium/Medium,Lean (170-185),No,2100000,NA,"Jockey, Intercept",81,61,64,67,63,68,67,62,64,66,57,67,62,43,63,65,81,81,76,65,72,64,73,88,56,58,73,63,60,64,63,67,62,64,62,7,8,13,9,13,NA,64+2,64+2,64+2,67,66,66,66,67,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,68+2,66+2,66+2,66+2,68+2,68+2,64+2,64+2,64+2,68+2,16+2
223689,/player/223689/wout-weghorst/240002,24,2,2023-09-22,W. Weghorst,Wout Weghorst,ST,77,77,10500000,51000,30,1992-08-07,197,84,10029,TSG Hoffenheim,19,Bundesliga,1,RS,10,Burnley,NA,2024,34,Netherlands,105035,SUB,9,Right,3,2,2,High/High,Normal (185+),Yes,NA,"#Aerial threat, #Strength",Power Header,56,76,61,68,58,88,38,75,86,77,76,65,40,48,54,80,52,60,54,81,40,84,88,85,90,68,87,54,80,70,71,74,48,64,52,11,9,14,16,12,NA,77,77,77,68,74,74,74,68,72+2,72+2,72+2,68+2,71+2,71+2,71+2,68+2,63+2,68+2,68+2,68+2,63+2,63+2,68+2,68+2,68+2,63+2,20+2
223697,/player/223697/robin-gosens/240002,24,2,2023-09-22,R. Gosens,Robin Everardus Gosens,"LWB, LM",79,79,16000000,39000,28,1994-07-05,183,76,1831,FC Union Berlin,19,Bundesliga,1,LWB,6,NA,2023-08-15,2028,21,Germany,1337,SUB,20,Left,3,3,3,Medium/Medium,Normal (170-185),Yes,27200000,NA,Block,78,74,73,75,76,79,76,78,79,77,69,75,69,58,75,77,76,80,71,79,66,76,88,84,76,68,80,76,79,67,55,77,73,77,76,7,16,15,16,10,NA,77+2,77+2,77+2,76,76,76,76,76,75+3,75+3,75+3,77+2,76+3,76+3,76+3,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,20+3
223710,/player/223710/vedat-muriqi/240002,24,2,2023-09-22,V. Muriqi,Vedat Muriqi,ST,80,80,21000000,38000,29,1994-04-24,194,92,453,Mallorca,53,La Liga,1,RS,7,NA,2022-07-22,2027,219,Kosovo,NA,NA,NA,Left,3,3,2,Medium/Medium,Normal (185+),Yes,44100000,"#Aerial threat, #Strength","Power Shot, Power Header, Trivela, Aerial",55,82,63,73,29,82,35,84,84,78,71,77,58,58,64,83,43,64,42,82,34,82,83,72,91,79,74,18,81,66,81,75,23,25,22,8,9,14,9,10,NA,80,80,80,71,77,77,77,71,75+2,75+2,75+2,70+2,70+2,70+2,70+2,70+2,49+2,54+2,54+2,54+2,49+2,47+2,50+2,50+2,50+2,47+2,17+2
223724,/player/223724/stefan-lainer/240002,24,2,2023-09-22,S. Lainer,Stefan Lainer,RB,75,75,4800000,23000,30,1992-08-27,175,73,23,Borussia Mönchengladbach,19,Bundesliga,1,RES,18,NA,2019-07-01,2024,4,Austria,NA,NA,NA,Right,3,2,2,Medium/High,Normal (170-185),No,8200000,NA,"Slide Tackle, Bruiser, Relentless",72,62,67,69,74,78,70,59,63,70,63,66,65,45,70,69,75,69,75,72,78,71,77,85,72,65,84,76,66,60,45,74,74,75,73,10,14,7,8,7,NA,67+2,67+2,67+2,68,67,67,67,68,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,16+2
223790,/player/223790/sheraldo-becker/240002,24,2,2023-09-22,S. Becker,Sheraldo Becker,"ST, RM",78,78,14500000,41000,28,1995-02-09,180,77,1831,FC Union Berlin,19,Bundesliga,1,LS,27,NA,2019-07-01,2025,92,Suriname,NA,NA,NA,Right,2,3,2,Medium/Low,Normal (170-185),No,24700000,#Speedster,"Rapid, Quick Step",94,76,70,79,35,69,74,79,65,74,73,80,66,50,69,78,93,95,78,79,80,79,84,73,73,71,52,45,78,66,66,73,21,32,33,6,14,15,16,13,NA,78,78,78,79-1,78,78,78,79-1,76+2,76+2,76+2,78,70+2,70+2,70+2,78,62+2,57+2,57+2,57+2,62+2,59+2,50+2,50+2,50+2,59+2,20+2
223866,/player/223866/sandi-lovric/240002,24,2,2023-09-22,S. Lovrič,Sandi Lovrič,"CM, CDM",75,79,8000000,16000,25,1998-03-28,180,75,55,Udinese,31,Serie A,1,LCM,4,NA,2022-07-01,2027,44,Slovenia,NA,NA,NA,Right,3,3,1,High/Medium,Normal (170-185),No,15000000,NA,Long Ball Pass,57,64,74,72,69,71,66,66,55,78,47,72,68,65,74,76,60,55,63,76,65,64,65,78,68,64,70,72,72,78,48,70,68,72,68,11,10,12,13,7,NA,67+2,67+2,67+2,70,71,71,71,70,73+2,73+2,73+2,71+2,75+2,75+2,75+2,71+2,71+2,74+2,74+2,74+2,71+2,70+2,69+2,69+2,69+2,70+2,18+2
223867,/player/223867/andreas-gruber/240002,24,2,2023-09-22,A. Gruber,Andreas Gruber,"RM, ST, CF",70,70,1600000,10000,28,1995-06-29,174,70,256,Austria Wien,80,Bundesliga,1,RAM,17,NA,2022-07-01,2025,4,Austria,NA,NA,NA,Left,3,3,1,High/Medium,Normal (170-185),No,2300000,NA,NA,79,68,66,70,34,63,65,67,61,66,66,68,71,72,64,67,80,78,80,67,80,70,72,67,58,71,66,24,70,68,62,71,23,41,36,13,11,9,15,8,NA,68+2,68+2,68+2,69,69,69,69,69,69+1,69+1,69+1,69+1,64+2,64+2,64+2,69+1,54+2,52+2,52+2,52+2,54+2,52+2,46+2,46+2,46+2,52+2,18+2
223868,/player/223868/tobias-schutzenauer/240002,24,2,2023-09-22,T. Schützenauer,Tobias Schützenauer,GK,64,66,550000,2000,26,1997-05-19,182,79,15009,Rheindorf Altach,80,Bundesliga,1,SUB,32,NA,2023-07-01,2025,4,Austria,NA,NA,NA,Right,4,1,1,Medium/Medium,Normal (170-185),No,839000,NA,NA,NA,NA,NA,NA,NA,NA,21,20,22,25,11,11,20,10,24,23,33,41,32,55,41,49,46,24,44,17,19,16,11,33,23,34,14,22,18,64,62,65,66,63,36,27+2,27+2,27+2,24,26,26,26,24,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,63+2
223874,/player/223874/valentin-rongier/240002,24,2,2023-09-22,V. Rongier,Valentin Rongier,"CDM, CM",80,80,18500000,45000,28,1994-12-07,172,67,219,Olympique de Marseille,16,Ligue 1,1,RDM,21,NA,2019-09-03,2026,18,France,NA,NA,NA,Right,4,3,2,Medium/High,Normal (170-185),Yes,35200000,NA,"Pinged Pass, Press Proven, Relentless",68,65,75,78,76,80,65,59,53,80,66,76,74,69,77,79,71,66,74,80,88,74,73,88,77,68,80,81,65,78,65,82,78,80,72,11,8,12,7,11,NA,69+2,69+2,69+2,72,72,72,72,72,75+2,75+2,75+2,74+2,78+2,78+2,78+2,74+2,77+2,79+1,79+1,79+1,77+2,76+2,76+2,76+2,76+2,76+2,17+2
223885,/player/223885/alexander-nubel/240002,24,2,2023-09-22,A. Nübel,Alexander Nübel,GK,76,80,8000000,36000,26,1996-09-30,193,86,36,VfB Stuttgart,19,Bundesliga,1,GK,33,FC Bayern München,NA,2024,21,Germany,NA,NA,NA,Right,5,1,2,Medium/Medium,Normal (185+),Yes,NA,NA,Footwork,NA,NA,NA,NA,NA,NA,15,18,13,29,13,18,20,20,18,20,49,46,34,73,58,53,67,39,70,18,23,20,10,32,16,32,23,14,13,74,72,71,75,80,48,30+2,30+2,30+2,27,29,29,29,27,28+2,28+2,28+2,28+2,27+2,27+2,27+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,75+2
223890,/player/223890/domenik-schierl/240002,24,2,2023-09-22,D. Schierl,Domenik Schierl,GK,67,69,875000,3000,28,1994-07-20,185,82,781,Austria Lustenau,80,Bundesliga,1,GK,27,NA,2022-05-31,2024,4,Austria,NA,NA,NA,Left,2,1,1,Medium/Medium,Normal (185+),No,1300000,NA,Footwork,NA,NA,NA,NA,NA,NA,18,11,20,23,16,17,35,20,24,25,41,46,31,58,55,47,64,41,68,15,19,24,10,10,24,24,9,20,18,67,67,63,68,66,43,28+2,28+2,28+2,24,24,24,24,24,22+2,22+2,22+2,25+2,24+2,24+2,24+2,25+2,27+2,26+2,26+2,26+2,27+2,27+2,28+2,28+2,28+2,27+2,66+2
223925,/player/223925/alexander-brunst/240002,24,2,2023-09-22,A. Brunst,Alexander Brunst-Zöllner,GK,66,68,775000,5000,27,1995-07-07,195,88,110502,Darmstadt 98,19,Bundesliga,1,SUB,30,NA,2022-07-01,2024,21,Germany,NA,NA,NA,Right,3,1,1,Medium/Medium,Stocky (185+),No,1500000,NA,NA,NA,NA,NA,NA,NA,NA,15,14,22,36,14,16,16,15,30,25,38,39,34,55,36,46,64,30,70,14,32,16,11,34,26,32,16,16,15,67,65,61,65,68,38,28+2,28+2,28+2,26,27,27,27,26,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,25+2,28+2,28+2,28+2,25+2,25+2,28+2,28+2,28+2,25+2,65+2
223926,/player/223926/samuel-bastien/240002,24,2,2023-09-22,S. Bastien,Samuel Christopher Bastien,"CM, LM",70,72,2000000,24000,26,1996-09-26,175,75,1796,Burnley,13,Premier League,1,RES,26,NA,2022-07-05,2025,110,Congo DR,NA,NA,NA,Right,3,3,1,High/Medium,Normal (170-185),No,4200000,NA,NA,72,66,70,73,62,69,68,61,53,73,66,72,73,62,71,74,75,69,74,70,78,73,68,81,64,71,66,66,64,65,67,69,67,60,58,8,7,9,7,8,NA,67+2,67+2,67+2,70,69,69,69,70,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,69+2,68+2,68+2,68+2,69+2,67+2,64+2,64+2,64+2,67+2,14+2
223952,/player/223952/david-soria-solis/240002,24,2,2023-09-22,David Soria,David Soria Solís,GK,80,80,14000000,26000,30,1993-04-04,192,85,1860,Getafe,53,La Liga,1,GK,13,NA,2018-07-16,2026,45,Spain,NA,NA,NA,Right,3,1,2,Medium/Medium,Lean (185+),Yes,29400000,NA,NA,NA,NA,NA,NA,NA,NA,15,19,24,24,19,16,23,11,33,19,49,34,49,78,42,55,74,43,75,18,24,18,12,45,23,58,22,13,13,80,79,73,79,82,43,32+2,32+2,32+2,28,30,30,30,28,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2,79+1
224003,/player/224003/sergio-herrera-piron/240002,24,2,2023-09-22,Sergio Herrera,Sergio Herrera Pirón,GK,79,80,13000000,25000,30,1993-06-06,192,82,479,Osasuna,53,La Liga,1,SUB,1,NA,2017-07-12,2026,45,Spain,NA,NA,NA,Right,3,1,1,Medium/Medium,Lean (185+),Yes,28300000,NA,Far Throw,NA,NA,NA,NA,NA,NA,20,16,14,24,16,15,21,21,21,27,45,50,45,77,45,56,66,42,67,14,25,12,13,37,32,53,15,17,18,79,78,75,76,78,47,31+2,31+2,31+2,29,30,30,30,29,29+2,29+2,29+2,30+2,28+2,28+2,28+2,30+2,29+2,27+2,27+2,27+2,29+2,28+2,27+2,27+2,27+2,28+2,78+2
224013,/player/224013/sergi-canos-tenes/240002,24,2,2023-09-22,Sergi Canós,Sergi Canós Tenés,"LM, RB, LB",72,72,2600000,23000,26,1997-02-02,175,66,461,Valencia,53,La Liga,1,SUB,7,NA,2023-08-20,2027,45,Spain,NA,NA,NA,Right,3,3,1,High/High,Lean (170-185),Yes,5500000,NA,"Slide Tackle, Technical, Flair",71,69,69,75,60,69,72,70,51,70,58,76,62,56,63,73,73,69,78,70,84,71,68,69,67,69,75,59,70,72,53,63,58,64,60,7,8,15,15,15,NA,69+2,69+2,69+2,72,71,71,71,72,72,72,72,71+1,69+2,69+2,69+2,71+1,67+2,66+2,66+2,66+2,67+2,65+2,63+2,63+2,63+2,65+2,18+2
224019,/player/224019/pedro-chirivella-burgos/240002,24,2,2023-09-22,Pedro Chirivella,Pedro Chirivella Burgos,"CDM, CM",75,78,6500000,20000,26,1997-05-23,178,66,71,Nantes,16,Ligue 1,1,RDM,5,NA,2020-07-01,2026,45,Spain,NA,NA,NA,Right,3,3,2,Medium/Medium,Lean (170-185),No,13500000,NA,"Long Ball Pass, Slide Tackle",55,54,71,73,69,70,63,46,58,77,54,70,62,48,80,78,53,57,72,78,65,68,62,81,64,57,73,73,55,72,51,73,69,71,70,13,14,12,8,14,NA,62+2,62+2,62+2,66,66,66,66,66,69+2,69+2,69+2,68+2,73+2,73+2,73+2,68+2,71+2,74+2,74+2,74+2,71+2,70+2,69+2,69+2,69+2,70+2,19+2
224030,/player/224030/maxime-lopez/240002,24,2,2023-09-22,M. Lopez,Maxime Lopez,"CM, CDM",78,81,18500000,19000,25,1997-12-04,167,58,110374,Fiorentina,31,Serie A,1,SUB,8,Sassuolo,NA,2024,18,France,NA,NA,NA,Right,3,4,1,Medium/Medium,Normal (170-),Yes,NA,#Acrobat,"Relentless, Trivela",71,71,79,82,67,57,75,72,62,83,65,79,79,73,76,83,73,69,90,77,93,70,58,85,34,73,77,68,63,81,68,73,68,69,63,7,14,13,11,6,NA,70+2,70+2,70+2,76,75,75,75,76,78+2,78+2,78+2,77+2,78+2,78+2,78+2,77+2,74+2,74+2,74+2,74+2,74+2,72+2,66+2,66+2,66+2,72+2,17+2
